"subjectID" "activity" "tBodyAccMeanX" "tGravityAccarCoeffX2" "tBodyGyrominX" "tBodyGyroJerkcorrelationXZ" "tBodyGyroJerkMagarCoeff4" "fBodyAccbandsEnergy18" "fBodyAccJerkbandsEnergy916" "fBodyGyrobandsEnergy1724" "fBodyBodyGyroMagMean"
2 3 0.25235428 0.76685685 0.49054426 -0.11242858 -0.26824673 -0.77579979 -0.85124085 -0.90951174 -0.50211785
2 3 0.27764222 0.75973367 0.50409702 -0.079863699 -0.25132745 -0.80445479 -0.77863994 -0.88053278 -0.55414755
2 3 0.29724976 0.70756247 0.33353607 0.1944862 -0.25416265 -0.716662 -0.79833882 -0.81444523 -0.55640208
2 3 0.26222974 0.70010466 0.33353607 0.0045262977 -0.13663425 -0.70207309 -0.88254591 -0.79195876 -0.55889379
5 5 0.19695721 0.93908694 0.79330011 0.208044 0.1699146 -0.8875561 -0.99759317 -0.99382903 -0.5650751
5 5 0.24892254 0.86531045 0.77171416 0.22972011 0.23716463 -0.9614699 -0.99812118 -0.99819831 -0.82874472
5 5 0.29745142 0.62909162 0.58293105 0.34180747 0.12850008 -0.86011313 -0.99412243 -0.99102665 -0.79662193
5 5 0.31015977 0.44831362 0.58293105 0.23569603 0.0099377288 -0.79094943 -0.98876218 -0.99284844 -0.7883899
5 5 0.30170926 0.39104681 0.78461841 0.14998884 0.057860442 -0.89760284 -0.99545173 -0.99051735 -0.83385512
5 5 0.28416228 0.57390111 0.78842284 0.041929344 -0.19525337 -0.98697348 -0.99701621 -0.99885565 -0.93370752
5 5 0.28272557 0.62927377 0.80561203 0.35140389 -0.53470788 -0.9971692 -0.99917436 -0.99968603 -0.96692009
5 5 0.28399551 0.36522885 0.81318877 -0.014009483 -0.32983592 -0.9986232 -0.99961505 -0.9993499 -0.96899201
5 5 0.27880448 0.3048366 0.81109944 0.06615008 -0.36927341 -0.99668025 -0.9993815 -0.99907779 -0.96438559
5 5 0.27543356 0.46699268 0.58017768 -0.068760484 -0.21311888 -0.99028291 -0.9991027 -0.99930003 -0.82026587
5 5 0.27435965 0.54065459 0.58017768 -0.30663515 -0.028361868 -0.9798295 -0.99628199 -0.999311 -0.75014083
5 5 0.271998 0.53087648 0.77726102 -0.49017258 -0.027373492 -0.98652181 -0.99647223 -0.99957027 -0.77946524
5 5 0.28471301 0.10241021 0.77726102 -0.099524599 0.2470032 -0.99475043 -0.99967969 -0.99977023 -0.94379126
5 5 0.27953649 -0.060692146 0.81727507 -0.072658328 0.2631184 -0.99601777 -0.99962289 -0.99983332 -0.95613293
5 5 0.27751085 0.28893832 0.82635997 0.082667916 -0.022622802 -0.99809108 -0.99998019 -0.99995101 -0.98201497
5 5 0.44771752 0.8788016 0.74786396 -0.40084536 -0.14856845 -0.86585777 -0.986556 -0.98952476 -0.78766396
5 5 0.26047972 0.94276836 0.79243595 -0.36992455 0.080579723 -0.98910957 -0.99340938 -0.99893461 -0.91677008
5 5 0.27695929 0.20971586 0.62264714 0.27196251 0.25362738 -0.99869309 -0.9960858 -0.9989194 -0.83815639
5 5 0.27982846 0.11218598 0.62264714 0.50464039 0.12503404 -0.99712632 -0.99705709 -0.99908242 -0.84448833
5 5 0.2791094 0.3271989 0.81947176 0.29320713 -0.18223948 -0.99743477 -0.99872656 -0.99851155 -0.91554125
5 5 0.28098394 0.08734517 0.82153273 -0.16289387 0.28878219 -0.99903417 -0.99771664 -0.999259 -0.91468213
5 5 0.27802502 0.080036994 0.82836548 -0.21587727 0.32942693 -0.99947519 -0.99844256 -0.99955875 -0.92046673
5 5 0.27552393 0.28776306 0.83660165 -0.088095608 -0.41475815 -0.99980506 -0.99981507 -0.99996092 -0.99047332
5 5 0.27697908 0.30956705 0.83660165 0.11757598 -0.37767723 -0.99997024 -0.99987097 -0.99991146 -0.99132043
5 5 0.27988052 0.32936193 0.83837227 0.19781695 -0.44880752 -0.99961457 -0.99987254 -0.99993224 -0.99063491
5 5 0.27583885 0.30215119 0.84289784 0.040310478 -0.12113032 -0.99961119 -0.99982279 -0.99990404 -0.99263345
5 5 0.27577535 0.20211696 0.83976828 -0.0085414294 -0.15917139 -0.99974205 -0.99985211 -0.9999492 -0.99308333
5 5 0.27900791 0.16775198 0.83976828 0.096925572 -0.12992823 -0.99987661 -0.99987167 -0.99994448 -0.99219981
4 5 0.12080064 0.35888282 0.69576295 0.37823213 0.11496 -0.98134809 -0.99156682 -0.99289194 -0.88504103
4 5 0.25615433 0.52973714 0.79290949 0.35159461 0.035747607 -0.97948253 -0.99139976 -0.99193548 -0.84860046
4 5 0.2612768 0.62815808 0.79290949 0.20947075 -0.079453927 -0.97857499 -0.99425458 -0.99641655 -0.85152881
4 5 0.24486664 0.53336561 0.82727873 0.12274455 -0.13022338 -0.9976557 -0.99959049 -0.99933329 -0.97379155
4 5 0.27861767 0.45331946 0.83114235 0.25225221 -0.13275489 -0.99889388 -0.99962504 -0.99950229 -0.97936741
4 5 0.26804369 0.30233722 0.83772081 0.3750987 -0.3711837 -0.99979308 -0.99947784 -0.99951087 -0.98506467
4 5 0.27364874 0.10561231 0.79893302 0.66716223 0.31388545 -0.9990766 -0.99913194 -0.99867063 -0.93654097
4 5 0.27792867 0.19403562 0.79893302 0.2687417 -0.18996023 -0.99530613 -0.9964394 -0.99820229 -0.9126424
4 5 0.27786886 0.34822485 0.81712635 -0.070958111 -0.50195511 -0.9952723 -0.99675115 -0.99906486 -0.93019703
4 5 0.29024824 0.62777164 0.83332791 0.0029049353 -0.05667775 -0.9988694 -0.99950044 -0.9992721 -0.97453889
4 5 0.28122698 0.31842955 0.81340148 0.68566733 0.35165917 -0.99909069 -0.99943233 -0.99941733 -0.93137338
4 5 0.29496156 0.79357001 0.58657333 0.074559933 -0.17900791 -0.94623019 -0.99494826 -0.99798532 -0.7325947
4 5 0.29758243 0.48145371 0.72916396 0.34062368 -0.0064559976 -0.99124297 -0.99802733 -0.99709885 -0.8686555
4 5 0.29063575 0.28779406 0.79894194 0.56466466 0.18829949 -0.99580176 -0.99959011 -0.99921598 -0.95046072
4 5 0.27770711 0.28652354 0.82623626 0.59036493 -0.17865319 -0.99881267 -0.99865651 -0.9996228 -0.95864371
4 5 0.27300859 0.11830783 0.83518203 0.63604874 0.33610621 -0.99917468 -0.99752741 -0.99935613 -0.95971757
4 5 0.27407041 0.14772546 0.83576968 0.55382919 0.038726132 -0.997513 -0.9978278 -0.99871764 -0.93670405
4 5 0.28287247 0.16110788 0.83576968 0.5386201 0.079316212 -0.99765714 -0.99800334 -0.99904901 -0.93928481
4 5 0.27699958 0.35463037 0.8333403 0.62993507 0.23494783 -0.99793302 -0.99961851 -0.99939443 -0.97818026
4 5 0.27264024 0.44375955 0.8333403 0.70514462 0.43363735 -0.99912344 -0.99959166 -0.99935739 -0.97809182
4 5 0.28049483 0.19576726 0.83911322 0.74393389 0.65266112 -0.99974349 -0.9998347 -0.99970678 -0.98557255
4 5 0.28213962 0.37778071 0.83737261 0.57342947 0.075337005 -0.99835912 -0.99990894 -0.99966402 -0.98189206
4 5 0.26791366 0.63798285 0.83571727 -0.15429771 -0.45776013 -0.99818627 -0.99874344 -0.99903131 -0.79582296
6 5 0.22616075 0.96180789 0.76141974 -0.26813854 -0.18047032 -0.98093764 -0.97505317 -0.9983213 -0.89115056
6 5 0.34236147 0.90319343 0.77704737 0.014070596 -0.30567552 -0.98385862 -0.99861546 -0.9992194 -0.88375883
6 5 0.30918786 0.88100687 0.82392093 0.021380735 0.14130041 -0.99759606 -0.99950434 -0.9997135 -0.94657816
6 5 0.32839403 0.75274113 0.82392093 0.096817519 -0.059549848 -0.99849842 -0.99905431 -0.99944984 -0.94305583
6 5 0.24894849 0.67320868 0.83423236 0.21728621 -0.25299082 -0.99920358 -0.9992344 -0.99958107 -0.96782963
6 5 0.23587587 0.56887393 0.83438695 0.23082455 0.22148255 -0.99924592 -0.99958895 -0.99984634 -0.98433743
6 5 0.28108608 0.66698022 0.83874673 0.059266508 0.17424623 -0.99957277 -0.99984271 -0.9999121 -0.98919041
6 5 0.27670047 0.65774735 0.84237408 0.10550755 0.2714798 -0.99971271 -0.99981865 -0.9999501 -0.99047152
6 5 0.27475355 0.24144965 0.8413624 0.30907541 0.20876033 -0.99985049 -0.99990541 -0.99995619 -0.99161153
6 5 0.27468606 0.42440115 0.8413624 0.27859636 0.077537847 -0.99991341 -0.99991361 -0.99995292 -0.9931578
6 5 0.27931286 0.50028233 0.83928389 -0.080206956 0.17116598 -0.99981671 -0.99990654 -0.99989865 -0.99048676
6 5 0.27969764 0.3405228 0.83928389 0.015621505 0.17182518 -0.99973508 -0.99984715 -0.99980533 -0.98811297
6 5 0.28034562 0.53813657 0.83945508 0.058742214 0.10531722 -0.99985249 -0.99972744 -0.99988458 -0.99225575
6 5 0.2774361 0.44651354 0.82818201 0.0024842537 -0.10639823 -0.99989387 -0.99956 -0.99984776 -0.95369607
6 5 0.13125238 0.96118437 0.85573366 0.54229757 -0.18991204 -0.98113809 -0.99736683 -0.99705287 -0.83768363
6 5 0.36121188 0.97318063 0.84635441 0.19886912 0.20916282 -0.99950085 -0.99971185 -0.99982798 -0.90950412
6 5 0.25968094 0.95864736 0.84109969 -0.026380502 0.076931793 -0.99914497 -0.99988377 -0.99986004 -0.94149918
6 5 0.27615756 0.70451082 0.83126494 -0.12662282 -0.10351361 -0.99900732 -0.99989964 -0.99991589 -0.9834147
6 5 0.28342351 0.47051895 0.83126494 -0.089885489 0.018124462 -0.99940371 -0.99990965 -0.99990366 -0.98606087
6 5 0.28339096 0.47733244 0.83483756 -0.03051057 -0.042405526 -0.9996196 -0.9999049 -0.99997203 -0.98848719
6 5 0.27768061 0.45853622 0.83778339 -0.12556769 0.13719805 -0.99977931 -0.99994854 -0.99994506 -0.9897604
6 5 0.27570584 0.44107223 0.83778339 -0.031939739 0.1807077 -0.99978795 -0.99989684 -0.99990181 -0.98822136
6 5 0.27870455 0.42470349 0.83878317 -0.093264451 -0.21737569 -0.99972246 -0.99970047 -0.99990745 -0.98700672
6 5 0.28298767 0.32966703 0.83786299 -0.18255988 -0.1013349 -0.99968039 -0.99980809 -0.99994685 -0.98657205
6 5 0.28376718 0.4306243 0.83786299 -0.049483707 -0.093794705 -0.99974507 -0.99991959 -0.99994209 -0.98789935
6 5 0.27515858 0.61219265 0.83948493 -0.043315862 0.25960229 -0.999734 -0.99991606 -0.99994851 -0.98948686
6 5 0.27617573 0.4301349 0.84141719 0.16934179 0.11611109 -0.99958943 -0.99987709 -0.99990169 -0.97912345
6 5 0.29028719 0.24891496 0.82412723 0.069948159 0.60621529 -0.99976291 -0.99979389 -0.99944248 -0.97000879
1 5 0.25043299 0.59189905 0.12046988 -0.14266468 0.28093454 -0.80252719 -0.75381526 -0.75647711 -0.42973063
1 5 0.32786904 0.54990553 0.3695277 -0.27015537 0.11890151 -0.84996934 -0.56968622 -0.79656075 -0.55823469
1 5 0.30185875 0.41263251 0.46062986 -0.13403048 0.13300672 -0.88139031 -0.54086792 -0.65980509 -0.56484379
1 5 0.28446165 0.17861269 0.46062986 0.080035429 0.16204572 -0.87487637 -0.64894937 -0.66451977 -0.51088269
1 5 0.28960197 0.20131633 0.46620959 0.032863373 0.020027776 -0.87307014 -0.50256069 -0.57880887 -0.46863649
1 5 0.26192646 0.2340235 0.46620959 0.020629803 0.065480574 -0.86496382 -0.57723527 -0.63323436 -0.51303448
1 5 0.22620799 0.45477482 0.48824092 -0.096112408 -0.06732926 -0.82397108 -0.73525094 -0.65629052 -0.58918854
1 5 0.23452938 0.56239472 0.49594113 -0.2890458 0.053386882 -0.82362801 -0.68041263 -0.66531556 -0.58013701
1 5 0.23975482 0.56042335 0.45911441 -0.41941156 0.037757633 -0.83835569 -0.54054315 -0.69629899 -0.56082932
1 5 0.29704619 0.50245418 0.45911441 -0.28543069 -0.22943188 -0.8709383 -0.43985435 -0.63495605 -0.56367532
1 5 0.35051994 0.49072989 0.45955915 -0.064494831 -0.06639198 -0.88505533 -0.22719795 -0.56046842 -0.51600281
1 5 0.29688239 0.43484488 0.40810901 0.049992756 -0.0021596583 -0.91374807 -0.17315108 -0.54029659 -0.46298968
1 5 0.24206269 0.57054842 0.40810901 0.0084348281 0.0084336686 -0.90572244 -0.5715612 -0.72933783 -0.43444197
1 5 0.23494583 0.61814483 0.45654127 0.12501968 0.11771216 -0.88342891 -0.65374962 -0.68444092 -0.51524327
1 5 0.29398061 0.29895891 0.45654127 0.17545285 0.17508585 -0.90129031 -0.69523782 -0.67289903 -0.55549894
1 5 0.30187688 0.52609875 0.40818246 0.0041967611 0.24504508 -0.90110681 -0.56753437 -0.74649196 -0.47959385
1 5 0.22356805 0.55317101 0.26334798 0.017806322 0.29834595 -0.90837335 -0.49631543 -0.55605143 -0.4762468
1 5 0.18082048 0.55459188 0.39462927 0.12661924 0.35614231 -0.88343696 -0.47722659 -0.76186777 -0.5544161
1 5 0.32962567 0.46538353 0.45886252 -0.010918041 0.22074924 -0.88239847 -0.60608277 -0.68585252 -0.54560026
1 5 0.33606288 0.57475068 0.45886252 -0.1450385 0.014368091 -0.91202739 -0.61956357 -0.76834954 -0.54699017
1 5 0.22117875 0.52169057 0.44151202 -0.057390458 -0.14641752 -0.89834643 -0.67831895 -0.72007057 -0.56935425
1 5 0.2467954 0.61051239 0.44151202 -0.11257518 -0.089290052 -0.86741005 -0.61333912 -0.74605126 -0.55516503
1 5 0.28482415 0.63394619 0.3530309 -0.056359582 -0.09073681 -0.87718328 -0.64770882 -0.75079024 -0.50925667
1 5 0.31149451 0.29911828 0.3530309 0.062644373 -0.072184356 -0.8950376 -0.58183711 -0.56903661 -0.51131196
1 5 0.32773782 0.50065725 0.38676151 -0.099184513 -0.067085581 -0.88522853 -0.43789069 -0.68188293 -0.47212832
1 5 0.26303998 0.61513872 0.38676151 -0.15264942 0.12782697 -0.8957054 -0.48438787 -0.69326166 -0.51651286
1 5 0.19515077 0.5199877 0.40619902 -0.032441758 0.38053819 -0.89765831 -0.5362468 -0.6282473 -0.47589646
1 5 0.24275744 0.32027868 0.54474272 -0.1779065 0.3190858 -0.87999237 -0.54732784 -0.61739703 -0.50526245
1 5 0.35641935 0.43053102 0.45864147 -0.11329286 0.3903185 -0.89552741 -0.68583011 -0.59108898 -0.54056476
1 5 0.34211244 0.33137478 0.45864147 -0.14747366 0.08678752 -0.90754653 -0.49133487 -0.59597162 -0.54767914
3 5 0.26375943 0.62737546 0.48734776 -0.41890934 0.51386423 -0.76733631 -0.33606762 -0.81978594 -0.28759576
3 5 0.27857697 0.66284911 0.48734776 -0.402817 0.062848267 -0.7688447 -0.32273493 -0.78100257 -0.35707147
3 5 0.28524939 0.72266739 0.28870668 0.048281907 0.44555164 -0.81590803 -0.65241562 -0.91298334 -0.39905767
3 5 0.25456071 0.61842695 0.28870668 0.12927217 0.55300248 -0.79071442 -0.68719949 -0.90634122 -0.30274294
3 5 0.27689933 0.62653927 0.65348814 -0.00073728209 0.12654893 -0.77562958 -0.7405041 -0.93433685 -0.39305746
3 5 0.31852328 0.7044632 0.38632435 -0.089930093 0.46951788 -0.86528943 -0.49026494 -0.8905556 -0.36823984
3 5 0.21680114 0.69362737 0.38632435 -0.10891242 0.47451591 -0.86887645 -0.42499914 -0.90563867 -0.33581465
3 5 0.24871013 0.61343935 0.69335806 -0.11639712 0.050656079 -0.80715509 -0.5071038 -0.81262988 -0.37230834
3 5 0.42147549 0.46638108 0.60934759 -0.14733772 -0.21808805 -0.78284422 -0.67583173 -0.74177004 -0.45788362
3 5 0.21488596 0.76826653 0.60277403 0.01796748 0.26499024 -0.8073157 -0.52033169 -0.8398236 -0.46506383
3 5 0.18038232 0.73495108 0.60277403 -0.06553112 0.037539758 -0.85694106 -0.70289973 -0.84993048 -0.54621113
3 5 0.25268551 0.74625557 0.057312797 -0.48242063 -0.045050729 -0.7413034 -0.57306337 -0.86698769 -0.36218736
3 5 0.35030454 0.69229179 0.057312797 -0.44063062 0.12221991 -0.72725598 -0.61233573 -0.8597707 -0.34291972
3 5 0.3594459 0.64343584 0.43622819 -0.40068456 -0.050645255 -0.84510396 -0.43023954 -0.95224367 -0.46160324
3 5 0.45014933 0.69423024 0.35937333 -0.40727352 -0.059161975 -0.79337648 -0.026367451 -0.83609381 -0.3874427
3 5 0.20255027 0.72124927 0.35937333 -0.15298462 0.031190187 -0.78259735 -0.37875152 -0.89557048 -0.44858125
3 5 0.075547189 0.64840415 0.80182608 0.035868606 0.15269613 -0.82545409 -0.65967804 -0.91766149 -0.43421148
3 5 0.43103639 0.78500301 0.18139208 -0.14359781 -0.09312294 -0.80103895 -0.29451305 -0.85598202 -0.45662688
3 5 0.43865363 0.81162604 0.307754 -0.26960228 -0.055935411 -0.84512225 -0.65233001 -0.81563082 -0.42939703
3 5 0.12555853 0.78420903 0.24350553 -0.015717688 0.13386337 -0.83093417 -0.56906046 -0.85601228 -0.37721644
3 5 0.22529531 0.63296429 0.24350553 0.12101445 0.28903802 -0.8216572 -0.59861376 -0.8546497 -0.40850503
3 5 0.38477687 0.59126333 0.35101112 -0.34827971 0.34170781 -0.84439246 0.21675076 -0.85460389 -0.094561576
3 5 0.24990971 0.71976076 0.35101112 -0.37088152 0.2192438 -0.81077972 0.10607918 -0.82426946 -0.10866067
3 5 0.30613493 0.7547831 0.73732747 -0.10693323 0.38842665 -0.81323596 -0.67680779 -0.91617867 -0.47886489
3 5 0.43563467 0.65455265 0.35951717 -0.24119887 0.17329773 -0.84484534 -0.52789543 -0.9450927 -0.5012315
2 5 0.17910807 0.74512778 0.6099878 -0.28097804 0.1501813 -0.76585445 -0.7742244 -0.67205307 -0.47575908
2 5 0.24629555 0.73922347 0.67558113 -0.10679274 0.012502413 -0.71105038 -0.77181903 -0.77873884 -0.50186579
2 5 0.3686516 0.58215712 0.70356666 -0.20915403 -0.00075094197 -0.67359376 -0.80832014 -0.72651663 -0.40302702
2 5 0.3474603 0.52816616 0.56836872 -0.40760111 -0.13752574 -0.71600681 -0.69471027 -0.71130589 -0.36149238
2 5 0.27876023 0.55353764 0.39752836 -0.41560562 0.14734384 -0.65106619 -0.64882023 -0.70654699 -0.45350653
2 5 0.24088216 0.50461613 0.39752836 -0.30008718 0.32429551 -0.67074163 -0.68877392 -0.73653969 -0.3969797
2 5 0.29857047 0.59239605 0.48778357 -0.18959767 0.24044951 -0.71530256 -0.71696629 -0.80003569 -0.43095302
2 5 0.32524092 0.52262814 0.39031161 0.018947325 0.18721251 -0.7647971 -0.78526443 -0.72789174 -0.4778287
2 5 0.24050929 0.40968123 0.39031161 0.20819477 0.16391284 -0.83753672 -0.84086108 -0.83268576 -0.52820507
2 5 0.18710156 0.74676062 0.67932001 -0.14939822 0.0062059873 -0.43410538 -0.69649066 -0.67903838 -0.36611939
2 5 0.24642972 0.75765469 0.65684354 -0.31829219 0.14713369 -0.63250333 -0.57109857 -0.60664814 -0.41316416
2 5 0.29687678 0.66831677 0.56698995 -0.41967044 0.14334192 -0.73231284 -0.45784983 -0.65240637 -0.38587665
2 5 0.32232811 0.54677795 0.49628849 -0.40394276 0.065101354 -0.7908984 -0.58529199 -0.68832512 -0.3415997
2 5 0.34894838 0.55979331 0.49628849 -0.088121649 -0.091500375 -0.68683617 -0.71872148 -0.79111495 -0.47179866
2 5 0.30557077 0.55534939 0.50273752 -0.23558332 -0.079515043 -0.67704313 -0.44371994 -0.84509842 -0.39005683
2 5 0.30535108 0.63974403 0.41978549 -0.1593854 0.016995116 -0.80674915 -0.45813741 -0.78571719 -0.38102695
2 5 0.25482202 0.50033046 0.38630368 -0.048314904 -0.10672011 -0.81111995 -0.57354449 -0.71628318 -0.4027764
2 5 0.31993965 0.68793222 0.67222064 0.064613985 -0.011149373 -0.68403673 -0.59775729 -0.68754605 -0.39720338
2 5 0.36093061 0.67894378 0.67222064 -0.11122821 0.051866656 -0.74237683 -0.64921544 -0.77272491 -0.4326114
2 5 0.27503015 0.5993119 0.63743133 -0.46547233 0.040587422 -0.67388242 -0.64851204 -0.7592431 -0.3582603
2 5 0.27159427 0.57044655 0.60682424 -0.33574374 -0.067553913 -0.69700223 -0.6043178 -0.7280065 -0.30758357
2 5 0.27982103 0.50628412 0.48224627 -0.10528284 -0.19665765 -0.70975133 -0.57206071 -0.73482703 -0.36018447
2 5 0.21295066 0.47242416 0.4354461 -0.36106807 -0.21358458 -0.657609 -0.53199583 -0.39675045 -0.22416085
2 5 0.20944376 0.54974526 0.16517596 -0.43843057 -0.070914992 -0.74070531 -0.61351716 -0.43448828 -0.28617143
2 5 0.26872071 0.4495451 0.16517596 5.0177691e-05 0.2112762 -0.74595797 -0.6964175 -0.65688189 -0.36667294
5 5 0.24720227 0.6996596 0.68424755 0.17439138 -0.36226914 -0.8309705 -0.99632097 -0.98261994 -0.66508985
5 5 0.25878924 0.2784865 0.68424755 -0.18774556 -0.088805473 -0.92221189 -0.99623155 -0.99225278 -0.85550359
5 5 0.29173316 0.50109517 0.63422822 -0.4409717 -0.12422157 -0.99269055 -0.9920363 -0.99329097 -0.84411613
5 5 0.28283651 0.36788007 0.63422822 -0.34564603 -0.31919641 -0.98428415 -0.98873481 -0.99758919 -0.85888025
5 5 0.27576663 0.42834545 0.77035193 -0.24003506 -0.35136533 -0.99322252 -0.99653847 -0.99935154 -0.92467248
5 5 0.27471934 0.24922635 0.83309437 -0.23476426 -0.16493056 -0.9912151 -0.99930342 -0.99934289 -0.95542776
5 5 0.27628775 0.17663293 0.83373256 -0.023254499 -0.091779778 -0.98686926 -0.99936223 -0.99929208 -0.96036095
5 5 0.29063471 0.049775904 0.82660841 0.38432936 0.232009 -0.99392589 -0.99964335 -0.99942818 -0.96598747
5 5 0.27903149 0.18605879 0.82660841 0.41950211 0.15797675 -0.99221753 -0.99972813 -0.9996464 -0.96771705
5 5 0.27482438 0.39947188 0.84027478 -0.12698999 0.080300356 -0.99878488 -0.99980152 -0.99987445 -0.98086428
5 5 0.28056696 0.375343 0.84027478 0.019991512 -0.19168399 -0.99854357 -0.99985966 -0.99993443 -0.98671569
5 5 0.27693786 0.27598291 0.83882976 0.08605307 -0.22623667 -0.99893909 -0.99990446 -0.99996891 -0.99156084
5 5 0.27427982 0.3116371 0.83882976 -0.13867844 -0.15680057 -0.99924723 -0.99989628 -0.99995786 -0.99113231
5 5 0.28047468 0.18960958 0.8434091 -0.079870155 -0.056516012 -0.99862818 -0.99990724 -0.99993006 -0.9918491
5 5 0.44245083 0.85362952 0.751022 -0.37078693 -0.317334 -0.82773797 -0.98386395 -0.9922916 -0.76745948
5 5 0.26595632 0.49347312 0.76270194 -0.33535169 -0.05833095 -0.96853099 -0.98854006 -0.99345926 -0.91033451
5 5 0.27435711 -0.13188821 0.79588531 -0.30260968 0.050696893 -0.99820947 -0.99518607 -0.99832447 -0.9294185
5 5 0.28316633 0.2591374 0.79588531 -0.18456821 -0.090310423 -0.99777882 -0.998888 -0.9989265 -0.94279012
5 5 0.27439504 -0.12482046 0.82271367 0.44979244 0.26927507 -0.99879734 -0.99828754 -0.99880995 -0.93359159
5 5 0.27963345 -0.10622899 0.82271367 0.37084322 0.16472774 -0.9938274 -0.99771898 -0.99884426 -0.93265052
5 5 0.28080467 0.076770193 0.79180152 -0.17538608 -0.19963612 -0.99334963 -0.99939265 -0.99944416 -0.95300726
5 5 0.27275585 0.22188715 0.79180152 0.14214875 -0.22106863 -0.99845434 -0.99982367 -0.99976456 -0.96810525
5 5 0.27614594 0.31930645 0.83133201 0.12233846 -0.13845847 -0.9993559 -0.999872 -0.99984463 -0.9834901
5 5 0.27866474 0.25362947 0.79998829 -1 0.42062124 -0.99856921 -0.99462533 -0.99654146 -0.92292347
5 5 0.28260973 -0.070248824 0.79998829 -0.86713591 0.40645904 -0.99797603 -0.99299144 -0.99557568 -0.91737268
5 5 0.2805821 -0.11427483 0.81285379 -0.18279112 0.15823834 -0.99876719 -0.99836257 -0.99925989 -0.95192833
5 5 0.27516393 0.31618402 0.81285379 0.049553825 -0.54192517 -0.99991436 -0.99938013 -0.99961793 -0.97640053
5 5 0.27716646 0.53537467 0.7065975 0.63037595 -0.43729456 -0.90723071 -0.99687395 -0.9883228 -0.65849232
4 5 0.23786802 0.45106126 0.75995897 0.33329662 -0.062046859 -0.99641608 -0.99758565 -0.99711639 -0.92993078
4 5 0.27541002 0.44588053 0.81443876 0.045943287 0.035340835 -0.99687652 -0.99809557 -0.99859093 -0.95793976
4 5 0.28588542 0.49499175 0.83471936 0.43399816 -0.23037794 -0.99964856 -0.99967912 -0.99935804 -0.97054536
4 5 0.2774492 0.23587177 0.8313051 0.48879594 -0.22331146 -0.99962866 -0.99968595 -0.99968627 -0.97904481
4 5 0.27311457 0.2091305 0.8313051 0.35758352 -0.26400938 -0.99985834 -0.99967211 -0.99954325 -0.97681416
4 5 0.27969369 0.38045602 0.83522843 0.37278168 -0.26699354 -0.99936292 -0.99992637 -0.99969024 -0.98385476
4 5 0.28240857 0.37602056 0.83753265 0.42613496 0.10237608 -0.99955633 -0.99996637 -0.99986469 -0.99162102
4 5 0.27756332 0.32492211 0.83914376 0.47542929 0.21106089 -0.99973897 -0.99992817 -0.99985253 -0.99182012
4 5 0.27795738 0.13074568 0.83914376 0.66338445 0.30861825 -0.99969581 -0.99991878 -0.99979351 -0.98994815
4 5 0.27621921 0.19952443 0.82943685 0.54034169 0.032964409 -0.99972128 -0.99989785 -0.99980228 -0.98425066
4 5 0.27503885 0.28657566 0.82943685 0.29347815 -0.033175911 -0.99884977 -0.99987053 -0.99983408 -0.97992581
4 5 0.31668289 0.4714407 0.66388031 -0.014677049 -0.042510138 -0.90467858 -0.99809563 -0.99680301 -0.84448731
4 5 0.28877233 0.36926699 0.76296065 0.47773401 -0.050511973 -0.98865081 -0.9986823 -0.99941829 -0.90909603
4 5 0.27044966 0.43098468 0.80588053 0.32888726 0.030442562 -0.92779394 -0.99863084 -0.99900337 -0.9406981
4 5 0.27971707 0.34981963 0.80588053 0.32702905 0.12796175 -0.97088552 -0.99878464 -0.99900061 -0.9408802
4 5 0.28001224 0.34331064 0.84449835 0.58553624 0.21014054 -0.99414812 -0.99983347 -0.99971295 -0.97977006
4 5 0.27778224 0.29501632 0.84585711 0.60050776 0.31536801 -0.99934533 -0.99992528 -0.99985473 -0.99008012
4 5 0.27933192 0.14808964 0.83973498 0.69673097 0.29413121 -0.99936179 -0.9998554 -0.99974434 -0.98810189
4 5 0.27640185 0.17357203 0.83973498 0.64918812 0.58226935 -0.99911521 -0.99991407 -0.99971437 -0.98898595
4 5 0.27549067 0.13978067 0.84290653 0.50059118 0.12510808 -0.99921653 -0.99986953 -0.99989725 -0.98939949
4 5 0.27758551 0.15885869 0.83991888 0.51588739 0.17438017 -0.99935995 -0.99987548 -0.9998654 -0.98795232
6 5 0.32546189 0.92099301 0.8335853 0.21361832 -0.31135146 -0.99531334 -0.99888205 -0.99921476 -0.90363782
6 5 0.32037131 0.97383624 0.84230967 0.19872474 -0.13236191 -0.997941 -0.99975212 -0.99989904 -0.92913907
6 5 0.24265357 0.95830681 0.84013697 0.23595487 -0.15003505 -0.99870184 -0.99980573 -0.99986541 -0.95841226
6 5 0.27383644 0.65534208 0.84013697 0.33171037 0.10212124 -0.99965666 -0.99993436 -0.99990892 -0.98713871
6 5 0.27820869 0.46793885 0.84001334 0.14328023 0.2286418 -0.99947961 -0.99993799 -0.99995787 -0.99023292
6 5 0.27389678 0.51018652 0.84001334 0.011248074 0.19835947 -0.99925855 -0.99991406 -0.99995477 -0.98924233
6 5 0.27446675 0.35010729 0.84160578 -0.0088247543 0.32012111 -0.99968812 -0.99982405 -0.99992191 -0.99237661
6 5 0.27485031 0.38438077 0.83823067 0.0030759384 0.33337937 -0.99925782 -0.99975191 -0.99996242 -0.99077669
